Община,Училище,БЕЛ-УЧ 24,БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ_2,МАТ-УЧ 21,МАТ_2
КОТЕЛ,СУ Георги Стойков Раковски,36.0,70.88,31.0,61.48,28.0,68.29,26.0,51.08,24.0,"61,02",24.0,"30,79",39.0,"77,67",38.0,"55,45"
КОТЕЛ,Основно училище Димитър Камбуров,5.0,55.1,5.0,71.2,1.0,85.0,1.0,89.5,1.0,"73,5",1.0,36,2.0,"57,5",2.0,"53,5"
КОТЕЛ,ОУ Христо Ботев,5.0,63.9,5.0,68.9,1.0,70.0,1.0,77.5,7.0,"45,71",7.0,"41,71",4.0,"66,25",4.0,"57,75"
КОТЕЛ,Основно училище Капитан Петър Пармаков,37.0,41.97,39.0,39.23,37.0,46.54,36.0,36.03,40.0,"31,73",38.0,"18,05",39.0,"36,9",36.0,"31,56"
КОТЕЛ,Основно училище Свети свети Кирил и Методий,2.0,31.0,3.0,47.33,1.0,67.0,1.0,64.0,2.0,"35,25",2.0,46,5.0,"38,4",5.0,"50,2"
КОТЕЛ,Основно училище Христо Ботев,8.0,48.81,8.0,44.38,4.0,31.75,4.0,26.63,12.0,"46,21",12.0,"23,58",1.0,40,1.0,34
КОТЕЛ,Основно училище Георги Стойков Раковски,6.0,15.67,6.0,26.08,5.0,13.0,5.0,15.2,6.0,"31,25",5.0,"26,2",5.0,"9,2",5.0,"18,8"
КОТЕЛ,Основно училище Д-р Петър Берон,3.0,61.0,3.0,74.67,1.0,27.0,1.0,48.0,10.0,"39,8",10.0,"28,4",5.0,"53,2",5.0,"41,8"
КОТЕЛ,Основно училище Никола Йонков Вапцаров,24.0,54.21,24.0,59.04,33.0,56.0,33.0,52.42,30.0,"68,5",30.0,"53,57",34.0,"72,85",34.0,"62,62"
НОВА ЗАГОРА,Начално училище Свети Паисий Хилендарски,32.0,42.11,32.0,62.58,30.0,47.2,30.0,64.85,32.0,"36,25",31.0,"45,94",24.0,"36,54",24.0,"43,67"
НОВА ЗАГОРА,Начално училище Любен Каравелов,28.0,78.84,28.0,85.52,32.0,79.44,32.0,82.16,32.0,"78,63",31.0,"59,65",56.0,"87,13",57.0,"76,53"
НОВА ЗАГОРА,Основно училище Христо Смирненски,22.0,38.77,23.0,51.04,29.0,38.45,30.0,45.77,33.0,"42,09",33.0,"35,27",38.0,"50,32",36.0,"42,19"
НОВА ЗАГОРА,СУ Иван Вазов,12.0,34.96,15.0,50.63,13.0,37.31,13.0,49.69,10.0,"30,15",10.0,"26,9",12.0,"57,08",12.0,"44,33"
НОВА ЗАГОРА,СУ Христо Ботев,70.0,78.89,68.0,74.32,63.0,71.49,63.0,56.21,68.0,"77,67",67.0,"57,06",63.0,"75,4",62.0,"57,37"
НОВА ЗАГОРА,Основно училище Злати Терзиев,11.0,30.5,11.0,26.27,6.0,37.33,6.0,37.42,10.0,"16,95",10.0,17,9.0,"16,11",10.0,"25,7"
НОВА ЗАГОРА,Начално училище Д-р Петър Берон,7.0,45.86,7.0,54.0,9.0,45.78,9.0,47.5,8.0,"52,06",9.0,"50,22",12.0,"39,08",12.0,"24,33"
НОВА ЗАГОРА,Основно училище Свети свети Кирил и Методий,9.0,32.44,10.0,55.3,5.0,39.8,6.0,34.0,10.0,"26,6",11.0,"16,27",9.0,"63,11",9.0,"44,78"
НОВА ЗАГОРА,Основно училище Петко Рачев Славейков,2.0,29.75,2.0,31.0,3.0,42.0,3.0,46.67,7.0,"47,21",8.0,"45,88",7.0,"70,71",7.0,"56,14"
НОВА ЗАГОРА,Основно училище Иларион Макариополски,4.0,10.63,3.0,40.33,4.0,54.5,4.0,42.0,2.0,"19,25",2.0,18,7.0,"24,57",6.0,24
НОВА ЗАГОРА,Основно училище Свети Паисий Хилендарски,14.0,50.64,14.0,72.89,18.0,42.44,20.0,66.1,11.0,"49,77",11.0,"37,82",11.0,53,11.0,"50,82"
НОВА ЗАГОРА,Основно училище Христо Ботев,13.0,52.04,13.0,58.08,13.0,47.23,13.0,59.35,15.0,"33,33",15.0,"20,67",12.0,"49,25",12.0,"34,92"
ТВЪРДИЦА,СУ Неофит Рилски,62.0,45.4,62.0,40.55,62.0,38.69,60.0,35.42,62.0,"40,53",66.0,"25,59",61.0,"48,11",56.0,"41,79"
ТВЪРДИЦА,Основно училище Никола Йонков Вапцаров,5.0,65.2,5.0,59.7,9.0,79.67,9.0,82.5,6.0,61,6.0,54,9.0,"63,22",9.0,"60,78"
ТВЪРДИЦА,Начално училище Христо Ботев,8.0,57.81,8.0,53.0,1.0,64.0,1.0,64.0,9.0,"50,94",9.0,"27,78",2.0,59,2.0,56
ТВЪРДИЦА,Основно училище Никола Прокопиев,23.0,40.93,22.0,49.98,22.0,52.09,21.0,48.43,14.0,"32,39",14.0,"24,79",11.0,"46,18",16.0,"42,94"
ТВЪРДИЦА,СУ Георги Алексиев Каравелов,32.0,38.25,35.0,37.9,40.0,54.65,40.0,40.73,27.0,"43,96",27.0,"32,22",52.0,"43,88",49.0,"35,57"
СМОЛЯН,СУ Св Св Кирил и Методий,46.0,72.99,45.0,67.97,49.0,67.88,47.0,64.11,36.0,"74,58",36.0,"62,78",63.0,"75,05",63.0,"63,87"
СМОЛЯН,ОСНОВНО УЧИЛИЩЕ Юрий Гагарин,11.0,72.64,11.0,80.32,13.0,66.85,14.0,52.0,,,,,4.0,"77,25",4.0,"71,25"
СМОЛЯН,СУ Отец Паисий,27.0,84.72,27.0,83.0,17.0,86.41,17.0,73.76,17.0,"86,24",17.0,"73,47",38.0,"87,87",38.0,"77,55"
СМОЛЯН,Основно училище Професор доктор Асен Златаров,58.0,81.31,57.0,78.81,36.0,84.83,36.0,74.56,46.0,"82,27",46.0,"70,09",43.0,"83,7",42.0,"68,38"
СМОЛЯН,Основно училище Стою Шишков,24.0,80.04,24.0,78.1,27.0,78.0,26.0,74.31,19.0,"79,89",19.0,"53,74",27.0,"84,52",26.0,"71,19"
СМОЛЯН,ОСНОВНО УЧИЛИЩЕ ИВАН ВАЗОВ,74.0,84.53,72.0,81.36,75.0,83.53,73.0,72.84,69.0,"83,93",69.0,"74,8",73.0,"89,71",73.0,"80,32"
СМОЛЯН,Основно училище Св Св Кирил и Методий,,,,,3.0,93.67,3.0,87.5,1.0,"81,5",1.0,92,2.0,"94,5",2.0,"89,5"
СМОЛЯН,Основно училище Св Св Кирил и Методий,5.0,88.4,5.0,87.8,7.0,77.71,7.0,58.29,8.0,"76,38",8.0,54,12.0,"71,42",12.0,"53,17"
СМОЛЯН,ОСНОВНО УЧИЛИЩЕ СВ СВ КИРИЛ И МЕТОДИЙ,7.0,88.29,7.0,78.07,17.0,71.88,17.0,58.21,13.0,"78,73",13.0,"58,54",12.0,"86,17",12.0,63
СМОЛЯН,Основно училище Стою Шишков,13.0,77.88,13.0,72.88,6.0,82.33,6.0,68.25,6.0,"83,83",6.0,"61,83",12.0,86,12.0,"72,08"
СМОЛЯН,Основно училище Никола Йонков Вапцаров,3.0,80.83,3.0,72.33,2.0,79.5,2.0,91.5,,,,,,,,
БАНИТЕ,СУ Христо Ботев,7.0,83.21,7.0,81.86,9.0,72.89,9.0,70.89,9.0,"77,78",8.0,"92,75",15.0,"82,53",15.0,"67,4"
БАНИТЕ,Основно училище Св Св Кирил и Методий,2.0,85.0,2.0,72.0,5.0,71.4,5.0,69.4,6.0,"73,67",6.0,"57,17",2.0,"88,5",2.0,"77,5"
БОРИНО,СУ Никола Йонков Вапцаров,5.0,66.5,5.0,60.4,8.0,76.25,8.0,60.25,9.0,"72,67",9.0,"54,44",10.0,"83,2",10.0,"83,5"
БОРИНО,Основно училище Отец Паисий,,,,,2.0,78.5,2.0,77.0,2.0,"85,25",2.0,"86,5",2.0,"69,5",2.0,"56,5"
ДЕВИН,СУ Христо Ботев,32.0,79.44,32.0,76.95,32.0,80.19,32.0,61.36,34.0,"79,43",34.0,"61,35",47.0,"77,7",47.0,"61,96"
ДЕВИН,Основно училище Гео Милев,7.0,62.14,7.0,55.64,7.0,57.86,7.0,59.14,9.0,"76,5",9.0,"75,56",,,,
ДЕВИН,Основно училище Пейо Крачолов Яворов,6.0,72.92,6.0,73.33,8.0,69.38,8.0,73.44,7.0,83,7.0,"39,71",4.0,"80,5",4.0,"71,5"
ДЕВИН,Основно училище Христо Ботев,,,,,,,,,2.0,"82,5",2.0,"54,5",,,,
ДЕВИН,Основно училище Св Св Кирил и Методий,1.0,45.0,1.0,88.0,3.0,64.67,3.0,86.0,4.0,"87,25",4.0,"62,25",2.0,91,2.0,73
ДЕВИН,Основно училище Иван Вазов,2.0,80.0,2.0,87.0,,,,,1.0,"80,5",1.0,48,2.0,83,2.0,"73,5"
НЕДЕЛИНО,СУ Свети Свети Кирил и Методий,27.0,78.04,27.0,73.85,14.0,84.71,14.0,82.14,26.0,"80,44",26.0,"64,81",36.0,"81,69",36.0,"64,75"
ЗЛАТОГРАД,СУ Свети княз Борис I,8.0,91.88,8.0,83.25,11.0,80.09,11.0,76.41,22.0,"73,32",22.0,"52,09",15.0,"92,07",15.0,"91,07"
ЗЛАТОГРАД,ОСНОВНО УЧИЛИЩЕ Свети Свети Кирил и Методий,5.0,80.0,5.0,86.3,5.0,86.6,5.0,79.9,3.0,"84,33",3.0,"68,67",7.0,90,7.0,77
ЗЛАТОГРАД,Основно училище Васил Левски,35.0,80.37,35.0,78.64,37.0,82.38,37.0,69.01,48.0,"80,66",48.0,"78,33",67.0,"85,36",66.0,"70,17"
ЗЛАТОГРАД,Основно училище Васил Левски,2.0,91.0,2.0,83.0,,,,,2.0,90,2.0,"77,5",1.0,91,1.0,96
МАДАН,СУ Отец Паисий,39.0,86.36,39.0,77.88,43.0,75.16,43.0,65.37,50.0,"77,58",50.0,67,53.0,"83,08",53.0,"73,7"
МАДАН,Основно училище Никола Йонков Вапцаров,3.0,69.5,3.0,61.33,6.0,87.67,6.0,75.42,,,,,12.0,"79,08",12.0,"58,92"
МАДАН,Основно училище ВАСИЛ ЛЕВСКИ,1.0,77.0,1.0,77.5,2.0,79.0,2.0,73.0,1.0,83,1.0,74,1.0,86,1.0,52
МАДАН,Основно училище Христо Ботев,1.0,80.0,1.0,79.0,,,,,3.0,"79,67",3.0,"74,33",1.0,86,1.0,58
МАДАН,ОСНОВНО УЧИЛИЩЕ ПЕТКО РАЧОВ СЛАВЕЙКОВ,6.0,83.75,6.0,83.08,11.0,75.27,11.0,69.5,4.0,"65,38",4.0,"39,75",8.0,"87,5",8.0,"74,75"
РУДОЗЕМ,СУ Свети свети Кирил и Методий,42.0,82.52,41.0,79.72,41.0,74.24,41.0,62.7,56.0,"80,77",57.0,"64,51",53.0,"86,57",54.0,"67,22"
РУДОЗЕМ,СУ Христо Ботев,18.0,86.83,18.0,83.14,13.0,83.69,12.0,80.54,13.0,"83,35",13.0,"80,23",34.0,"86,56",34.0,"75,38"
РУДОЗЕМ,Основно училище Христо Ботев,10.0,83.65,10.0,82.35,9.0,84.11,9.0,89.33,6.0,"80,67",6.0,"89,67",10.0,"89,3",10.0,"83,7"
ЧЕПЕЛАРЕ,Средно Училище Васил Дечев,22.0,80.43,22.0,84.57,31.0,74.26,31.0,59.92,32.0,"73,27",32.0,"57,69",39.0,"74,97",38.0,"61,39"
ЧЕПЕЛАРЕ,Основно училище Бачо Киро,,,,,1.0,53.0,1.0,44.5,,,,,3.0,"55,33",3.0,"41,67"
ЧЕПЕЛАРЕ,Основно училище Цар Симеон,2.0,70.75,2.0,71.0,1.0,64.0,2.0,47.5,,,,,4.0,78,3.0,"64,33"
ДОСПАТ,СУ Димитър Благоев,19.0,62.47,19.0,79.89,12.0,79.75,12.0,73.54,17.0,"76,26",17.0,"81,41",24.0,"80,29",24.0,"83,13"
ДОСПАТ,Основно училище Васил Левски,6.0,74.33,6.0,59.33,4.0,82.0,4.0,88.25,8.0,"76,75",8.0,"67,75",12.0,"78,83",12.0,"70,08"
ДОСПАТ,Основно училище Христо Ботев,8.0,92.25,8.0,93.75,13.0,77.31,13.0,74.5,5.0,"79,3",5.0,"56,6",9.0,"89,89",9.0,87
ДОСПАТ,Основно училище Никола Йонков Вапцаров,9.0,75.11,9.0,77.5,8.0,73.0,8.0,80.75,12.0,"74,29",12.0,"42,75",11.0,"70,64",11.0,"74,64"
ДОСПАТ,Основно училище Васил Левски,2.0,80.75,2.0,76.0,2.0,79.0,2.0,70.0,4.0,"85,63",4.0,78,1.0,84,1.0,91
ДОСПАТ,Основно училище Христо Ботев,2.0,81.25,2.0,62.25,3.0,79.0,3.0,65.33,3.0,"53,67",3.0,"49,67",4.0,"87,25",4.0,"88,5"
ДОСПАТ,Основно училище Никола Йонков Вапцаров,6.0,57.08,6.0,60.75,5.0,57.4,5.0,54.3,3.0,73,3.0,59,4.0,"72,75",4.0,"65,25"
ДОСПАТ,Основно училище Яне Сандански,2.0,60.5,2.0,64.5,7.0,89.14,7.0,71.86,5.0,"83,6",5.0,74,7.0,"75,29",7.0,"69,14"
МАДАН,СУ Св Св Кирил и Методий,4.0,74.0,4.0,61.0,,,,,7.0,"77,36",7.0,"56,43",17.0,"68,71",17.0,"56,12"
СОФИЯ,Частно начално училище Светилник,5.0,76.6,5.0,76.6,3.0,82.67,3.0,73.83,,,,,,,,
СОФИЯ,ЧСУ Роналд Лаудер,21.0,83.95,21.0,75.55,22.0,87.09,21.0,74.12,5.0,"85,8",5.0,68,15.0,"87,47",15.0,75
СОФИЯ,Частно начално училище Милеа,5.0,29.0,5.0,54.4,7.0,39.86,7.0,41.29,,,,,,,,
СОФИЯ,Частно СУ Константин-Кирил Философ,,,,,5.0,57.8,5.0,55.4,,,,,6.0,"67,83",6.0,57
СОФИЯ,Частно СУ Наука за деца,30.0,95.98,30.0,96.62,25.0,92.96,25.0,93.38,31.0,"85,58",31.0,"85,9",17.0,"92,59",17.0,"90,06"
СОФИЯ,Частно Начално Училище Канадско Мече,17.0,91.79,17.0,89.79,20.0,85.35,20.0,78.73,,,,,,,,
СОФИЯ,Частно основно училище Прогресивно образование 3 - София,17.0,90.15,17.0,83.76,13.0,88.0,13.0,85.38,15.0,"80,1",15.0,"71,53",,,,
СОФИЯ,ЧАСТНО ОСНОВНО УЧИЛИЩЕ ФЮЖЪН,23.0,84.15,21.0,83.29,24.0,83.83,24.0,72.81,,,,,,,,
СОФИЯ,78 СУ Христо Смирненски,96.0,78.64,96.0,68.11,86.0,79.03,84.0,65.35,72.0,"70,65",72.0,"52,11",95.0,"79,51",95.0,"61,77"
СОФИЯ,Частно начално училище Фоти,,,,,,,,,2.0,"76,25",2.0,51,3.0,"91,67",3.0,"81,67"
СОФИЯ,Частно основно училище Цар Симеон Велики,19.0,88.68,19.0,89.05,13.0,75.15,14.0,66.43,8.0,"85,19",8.0,"66,63",15.0,"87,33",15.0,"71,4"
СОФИЯ,2 СУ Академик Емилиян Станев,133.0,86.3,133.0,85.06,130.0,85.08,126.0,77.5,129.0,"81,6",128.0,"69,81",137.0,"87,47",136.0,"73,35"
СОФИЯ,5 Основно училище Иван Вазов,99.0,88.6,99.0,84.69,80.0,83.46,79.0,71.91,113.0,"81,95",113.0,"74,83",100.0,"85,91",99.0,"79,43"
СОФИЯ,26 СУ Йордан Йовков,65.0,85.17,63.0,80.48,44.0,80.91,44.0,77.06,72.0,"80,71",72.0,"67,82",52.0,"85,85",52.0,"69,58"
СОФИЯ,50 ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ,49.0,88.91,47.0,89.17,73.0,77.63,72.0,69.29,43.0,"78,36",42.0,"71,1",60.0,"83,08",59.0,"71,64"
СОФИЯ,52 основно училище Цанко Церковски,71.0,85.51,71.0,82.52,71.0,81.59,71.0,71.61,54.0,"80,69",54.0,"64,26",74.0,"89,26",74.0,"76,95"
СОФИЯ,64 основно училище Цар Симеон Велики,53.0,77.76,52.0,73.88,48.0,84.83,48.0,78.23,35.0,"80,41",35.0,"71,26",57.0,"84,96",57.0,"72,88"
СОФИЯ,86 Основно училище Св Климент Охридски,17.0,74.91,18.0,69.72,9.0,81.33,9.0,62.44,10.0,"65,8",11.0,42,15.0,"78,47",15.0,"68,53"
СОФИЯ,152 ОСНОВНО УЧИЛИЩЕ СВ СВ КИРИЛ И МЕТОДИЙ,5.0,70.1,5.0,62.9,3.0,19.0,3.0,18.33,16.0,"69,69",16.0,"46,13",9.0,"67,89",9.0,"51,78"
СОФИЯ,Частно профилирано СУ Свети Наум,3.0,77.17,3.0,79.5,6.0,82.83,7.0,83.14,3.0,"90,33",3.0,"73,67",6.0,"81,33",6.0,"83,33"
СОФИЯ,ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство,3.0,93.5,2.0,94.0,10.0,81.1,10.0,84.1,21.0,"78,33",22.0,"66,5",4.0,"76,75",5.0,"82,2"
СОФИЯ,Частно средно езиково училище Британика,39.0,94.46,38.0,90.72,31.0,91.55,31.0,82.61,33.0,"87,15",33.0,"79,18",40.0,"86,9",40.0,"75,25"
СОФИЯ,Частно основно училище Света София ЕООД,78.0,94.75,78.0,96.15,80.0,93.0,80.0,93.08,80.0,"89,57",80.0,"94,63",70.0,"93,9",70.0,"90,54"
СОФИЯ,Частно СУ Свети Георги,42.0,89.15,42.0,86.55,51.0,82.49,51.0,85.49,49.0,"83,83",49.0,"75,39",37.0,"90,41",37.0,"79,08"
СОФИЯ,Специално училище за ученици с увреден слух Проф д-р Дечо Денев,16.0,54.41,16.0,62.06,12.0,55.5,13.0,62.92,6.0,"51,33",5.0,"34,8",12.0,"60,25",13.0,"40,62"
СОФИЯ,Частно СУ Професор Николай Райнов,20.0,75.33,19.0,68.26,8.0,75.88,8.0,63.75,8.0,"72,31",8.0,"55,38",20.0,"73,9",21.0,"55,81"
СОФИЯ,Частно СУ Евлоги и Христо Георгиеви ЕООД,23.0,86.76,23.0,80.63,28.0,86.18,28.0,79.3,12.0,"81,63",12.0,"69,17",18.0,"88,33",18.0,"72,94"
СОФИЯ,Частно средно Монтесори училище Откривател,4.0,75.88,4.0,67.38,11.0,80.0,11.0,71.23,13.0,"75,65",13.0,"70,38",7.0,"69,43",7.0,"66,14"
СОФИЯ,61-во основно училище Свети Свети Кирил и Методий,82.0,87.33,81.0,83.01,73.0,83.62,73.0,76.86,92.0,"83,9",91.0,"73,66",94.0,"83,95",94.0,"68,86"
СОФИЯ,62 Основно училище Христо Ботев,46.0,78.27,46.0,70.92,50.0,77.72,50.0,69.31,26.0,"77,21",26.0,"62,04",25.0,"81,6",25.0,"65,88"
СОФИЯ,70-о основно училище Свети Климент Охридски,14.0,45.14,14.0,44.32,19.0,44.47,20.0,41.0,19.0,"42,16",18.0,"32,72",14.0,"45,71",14.0,"34,71"
СОФИЯ,74 СУ ГОЦЕ ДЕЛЧЕВ,57.0,69.76,58.0,59.72,62.0,77.94,62.0,66.2,63.0,"75,01",62.0,"58,08",78.0,"79,47",79.0,"65,1"
СОФИЯ,140 СУ ИВАН БОГОРОВ,59.0,67.3,59.0,57.36,55.0,68.02,54.0,59.93,63.0,"65,57",63.0,47,65.0,"82,17",65.0,"61,2"
СОФИЯ,146 Основно училище Патриарх Евтимий,23.0,74.89,23.0,74.41,21.0,74.57,21.0,76.31,20.0,"73,53",20.0,"56,2",20.0,"76,35",20.0,"59,4"
СОФИЯ,175 основно училище Васил Левски,15.0,73.8,15.0,70.03,13.0,78.0,13.0,64.0,28.0,"67,96",28.0,"45,54",29.0,"80,72",29.0,"62,69"
СОФИЯ,Специално училище за ученици с нарушено зрение ЛУИ БРАЙЛ,6.0,79.08,4.0,67.75,,,,,3.0,"81,67",3.0,"87,67",3.0,87,3.0,71
СОФИЯ,Частно СУ Дружба - София,15.0,79.03,15.0,75.6,23.0,78.74,23.0,71.91,32.0,"78,05",32.0,"65,16",33.0,"80,82",33.0,"73,52"
СОФИЯ,18 СУ Уилям Гладстон,184.0,84.67,184.0,80.79,186.0,84.11,183.0,79.26,182.0,"81,04",181.0,"72,73",204.0,"85,75",202.0,"75,04"
СОФИЯ,30 СУ БРАТЯ МИЛАДИНОВИ,85.0,82.74,84.0,76.74,93.0,78.56,93.0,69.26,90.0,"77,31",91.0,"57,84",67.0,"81,73",67.0,"67,48"
СОФИЯ,32 СУ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ,145.0,88.12,144.0,85.41,134.0,85.17,134.0,80.03,149.0,"84,57",150.0,"79,35",184.0,"86,84",184.0,"74,16"
СОФИЯ,46 Основно училище Константин Фотинов с разширено изучаване на хореография,15.0,69.07,15.0,59.77,17.0,74.88,17.0,66.41,22.0,"79,2",22.0,"52,05",19.0,85,19.0,"71,79"
СОФИЯ,67 ОСНОВНО УЧИЛИЩЕ ВАСИЛ ДРУМЕВ,33.0,22.0,35.0,39.31,33.0,17.64,32.0,28.67,30.0,"26,15",28.0,"23,11",35.0,"35,71",36.0,"45,33"
СОФИЯ,76 Основно училище Уилям Сароян,10.0,55.3,9.0,58.22,18.0,51.28,18.0,42.0,25.0,"67,98",25.0,"56,92",19.0,"79,16",16.0,"66,56"
СОФИЯ,134 СУ Димчо Дебелянов,70.0,88.24,69.0,84.57,80.0,84.99,79.0,81.63,82.0,"84,05",81.0,"76,33",75.0,"89,28",76.0,"77,01"
СОФИЯ,136 ОСНОВНО УЧИЛИЩЕ ЛЮБЕН КАРАВЕЛОВ,24.0,31.29,24.0,44.77,26.0,22.31,26.0,27.42,38.0,"25,15",36.0,"19,81",29.0,"25,93",30.0,"19,7"
СОФИЯ,Частно СУ с немски език Веда,19.0,95.68,19.0,95.45,23.0,87.22,23.0,89.54,27.0,"88,17",27.0,"91,19",23.0,"94,91",23.0,"95,57"
СОФИЯ,ЧАСТНО ОСНОВНО УЧИЛИЩЕ СВЕТЛИНА,21.0,87.12,20.0,80.63,18.0,84.61,18.0,84.67,14.0,"68,89",14.0,"68,43",13.0,90,13.0,"74,23"
СОФИЯ,ЧСУ КРАЛИЦА СОФИЯ ИСПАНСКА,3.0,40.33,3.0,53.5,,,1.0,21.0,8.0,"52,31",8.0,"45,63",,,,
СОФИЯ,11 ОУ Св Пимен Зографски,72.0,80.16,72.0,74.35,72.0,83.82,72.0,79.38,74.0,"80,66",74.0,"68,64",91.0,"87,74",90.0,"75,94"
СОФИЯ,105 СУ АТАНАС ДАЛЧЕВ,138.0,85.66,138.0,84.07,146.0,83.55,146.0,79.75,148.0,"83,09",148.0,"71,78",140.0,"89,14",140.0,"79,99"
СОФИЯ,119 СУ Академик Михаил Арнаудов,141.0,87.11,141.0,84.44,113.0,80.86,113.0,73.67,124.0,"82,73",124.0,"73,32",151.0,"86,23",151.0,"74,75"
СОФИЯ,Частно основно училище Св Климент Охридски,21.0,92.83,21.0,90.64,18.0,92.56,18.0,89.03,16.0,"89,25",16.0,"88,13",39.0,"93,28",39.0,"85,33"
СОФИЯ,3 СУ Марин Дринов,34.0,67.96,34.0,60.34,39.0,69.21,39.0,60.35,22.0,"68,26",22.0,"43,67",21.0,"71,19",21.0,"58,62"
СОФИЯ,43 Основно училище Христо Смирненски,92.0,83.67,93.0,81.28,99.0,81.99,98.0,78.73,90.0,"81,48",90.0,"69,88",98.0,"85,43",98.0,"69,53"
СОФИЯ,45 основно училище Константин Величков,93.0,79.62,92.0,75.74,101.0,82.58,101.0,73.82,89.0,"79,34",89.0,"68,37",113.0,"81,9",113.0,"70,21"
СОФИЯ,113 СУ САВА ФИЛАРЕТОВ,18.0,25.56,19.0,54.13,8.0,8.38,9.0,13.72,16.0,"18,63",17.0,"17,18",16.0,"18,19",14.0,"26,43"
СОФИЯ,4 Основно училище Проф Джон Атанасов,113.0,83.89,114.0,77.59,107.0,83.5,107.0,76.82,104.0,"78,65",104.0,"64,08",126.0,"84,92",125.0,"73,2"
СОФИЯ,65 основно училище Св Св Кирил и Методий,13.0,73.58,13.0,68.88,15.0,67.67,15.0,56.03,10.0,"74,8",10.0,"62,4",0.0,0,0.0,0
