Община,Училище,БЕЛ-УЧ 24,БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ 23,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ 21,МАТ-УЧ 21,МАТ 21
СОФИЯ,ПГ ПО ПОДЕМНА СТРОИТЕЛНА И ТРАНСПОРТНА ТЕХНИКА,27.0,30.69,22.0,34.18,32.0,33.48,31.0,38.08,28.0,"23,04",28.0,"34,65",27.0,"22,33",23.0,"26,83"
СОФИЯ,Частна профилирана гимназия с чуждоезиково обучение Езиков свят,4.0,40.75,3.0,25.33,7.0,59.5,6.0,42.08,7.0,"33,57",8.0,"50,06",6.0,"47,5",6.0,"33,83"
СОФИЯ,Частно СУ с немски език Веда,8.0,66.56,5.0,62.6,10.0,59.3,6.0,53.5,4.0,"59,5",4.0,"68,06",10.0,"62,2",9.0,"51,67"
СОФИЯ,105 СУ АТАНАС ДАЛЧЕВ,80.0,61.94,80.0,33.24,78.0,61.91,75.0,30.7,78.0,"50,04",78.0,"22,99",69.0,"48,51",69.0,"20,04"
СОФИЯ,119 СУ Академик Михаил Арнаудов,80.0,65.46,78.0,38.69,83.0,67.48,82.0,37.19,109.0,"55,58",109.0,"40,79",102.0,"52,7",101.0,"24,26"
СОФИЯ,СОФИЙСКА ПГ по ЕЛЕКТРОНИКА Джон Атанасов,184.0,62.69,184.0,58.92,201.0,63.21,201.0,61.5,204.0,"56,75",204.0,"61,13",233.0,"56,24",231.0,"34,94"
СОФИЯ,Софийска професионална гимназия Княгиня Евдокия,144.0,44.48,144.0,19.41,135.0,42.27,135.0,17.54,104.0,"36,84",104.0,"14,76",55.0,"32,55",55.0,"15,51"
СОФИЯ,Частна езикова гимназия Проф Иван Апостолов,55.0,69.22,55.0,58.96,66.0,68.56,66.0,62.07,74.0,"65,3",74.0,"58,71",45.0,60,45.0,"34,38"
СОФИЯ,3 СУ Марин Дринов,52.0,50.3,53.0,21.25,50.0,47.75,50.0,18.44,27.0,"34,93",27.0,"20,33",24.0,"30,71",21.0,"17,62"
СОФИЯ,113 СУ САВА ФИЛАРЕТОВ,27.0,23.63,25.0,15.36,15.0,15.97,15.0,13.33,14.0,"14,71",15.0,"17,4",11.0,"16,27",10.0,"9,6"
СОФИЯ,Втора английска езикова гимназия Томас Джеферсън,189.0,70.52,187.0,66.07,193.0,74.77,193.0,74.06,181.0,"69,53",181.0,"75,62",197.0,"69,07",196.0,"54,74"
СОФИЯ,ПГ по транспорт и енергетика Хенри Форд,231.0,42.76,226.0,19.52,259.0,47.49,255.0,22.42,248.0,"36,81",247.0,"20,93",190.0,"38,17",189.0,"18,51"
СОФИЯ,ПГ ПО ВИСОКИ ТЕХНОЛОГИИ А С ПОПОВ,178.0,47.49,174.0,25.9,152.0,50.17,151.0,26.62,148.0,"41,44",149.0,"23,8",151.0,"42,89",148.0,"19,96"
СОФИЯ,ПГ по хранително-вкусови технологии Проф д-р Георги Павлов,63.0,37.62,61.0,26.95,52.0,39.77,53.0,23.8,48.0,"30,77",48.0,"25,76",41.0,"34,63",40.0,"15,18"
СОФИЯ,68 СУ Академик Никола Обрешков,49.0,41.69,49.0,18.53,27.0,48.93,28.0,22.06,27.0,43,27.0,"18,83",18.0,"37,11",18.0,"17,78"
СОФИЯ,69 СУ Димитър Маринов,24.0,40.81,23.0,18.35,22.0,40.09,21.0,18.24,15.0,"25,33",16.0,"19,44",15.0,"25,53",16.0,"15,25"
СОФИЯ,108 СУ Никола Беловеждов,51.0,48.95,51.0,18.11,50.0,50.53,50.0,22.08,51.0,"38,78",51.0,"28,17",25.0,"39,12",25.0,"15,16"
СОФИЯ,ПГ ПО ТРАНСПОРТ,89.0,35.44,88.0,18.55,58.0,44.35,57.0,23.9,77.0,"31,22",77.0,"40,66",68.0,"36,15",69.0,"46,87"
СОФИЯ,17 СУ Дамян Груев,,,,,20.0,48.33,19.0,22.99,19.0,"40,95",19.0,"20,64",4.0,"24,75",4.0,19
СОФИЯ,28 СУ Алеко Константинов,44.0,46.67,42.0,37.87,47.0,56.91,46.0,51.97,19.0,"47,95",19.0,"59,58",20.0,"42,8",20.0,"23,75"
СОФИЯ,57 Спортно училище Свети Наум Охридски,63.0,35.56,49.0,18.33,71.0,40.2,69.0,22.04,57.0,"30,19",57.0,"20,57",54.0,"33,61",52.0,"16,79"
СОФИЯ,123 Средно училищe Стефан Стамболов,37.0,22.8,37.0,14.19,39.0,24.29,38.0,15.34,43.0,"25,44",41.0,"17,71",22.0,"25,91",22.0,"17,18"
СОФИЯ,135 СУ Ян Амос Коменски,23.0,41.43,20.0,14.63,25.0,51.28,25.0,27.96,25.0,"31,12",25.0,"18,04",8.0,"32,38",7.0,"14,86"
СОФИЯ,Софийска гимназия по хлебни и сладкарски технологии,75.0,30.69,74.0,15.41,34.0,33.04,33.0,19.52,32.0,"29,28",33.0,"33,07",42.0,"25,64",46.0,"16,22"
СОФИЯ,19 СУ ЕЛИН ПЕЛИН,79.0,57.24,78.0,31.8,78.0,60.8,78.0,30.54,75.0,"54,51",75.0,"32,43",74.0,"55,14",74.0,"22,59"
СОФИЯ,36 СУ Максим Горки,48.0,55.18,47.0,21.83,49.0,53.89,49.0,21.01,50.0,"41,06",50.0,"18,56",27.0,"45,26",25.0,"18,08"
СОФИЯ,51 СУ ЕЛИСАВЕТА БАГРЯНА,84.0,64.26,85.0,56.24,80.0,64.5,79.0,49.73,82.0,"59,09",82.0,"45,4",89.0,"57,09",89.0,"30,37"
СОФИЯ,132 СУ Ваня Войнова,68.0,43.89,69.0,22.62,45.0,47.74,46.0,23.52,48.0,"36,73",47.0,"21,17",41.0,"37,95",40.0,"19,58"
СОФИЯ,203 Профилирана езикова гимназия Свети Методий,125.0,49.27,124.0,24.35,101.0,52.1,100.0,22.22,69.0,"36,41",69.0,"19,13",36.0,"36,33",36.0,"14,64"
СОФИЯ,Частно езиково СУ Дорис Тенеди,34.0,67.85,34.0,41.62,36.0,70.68,36.0,47.9,31.0,"63,26",31.0,"51,85",36.0,"63,31",36.0,"41,19"
СОФИЯ,85 СУ Отец Паисий,18.0,43.56,18.0,17.97,22.0,38.61,22.0,17.07,19.0,"34,16",18.0,"24,29",23.0,"28,74",22.0,"18,09"
СОФИЯ,117 СУ,25.0,42.58,25.0,38.16,26.0,49.71,26.0,36.45,25.0,"34,16",25.0,"29,25",15.0,"26,33",16.0,"15,13"
СОФИЯ,162 ОУ Отец Паисий,17.0,27.24,17.0,14.88,20.0,24.65,21.0,17.24,16.0,"26,5",16.0,"14,25",,,,
СОФИЯ,21 СУ ХРИСТО БОТЕВ,51.0,59.37,36.0,27.58,51.0,57.72,50.0,30.0,49.0,"47,53",46.0,"21,28",38.0,"52,11",37.0,"22,11"
СОФИЯ,35 СРЕДНО ЕЗИКОВО УЧИЛИЩЕ ДОБРИ ВОЙНИКОВ,134.0,68.71,133.0,53.04,108.0,73.77,109.0,55.62,131.0,"66,78",128.0,"56,31",132.0,68,132.0,"36,09"
СОФИЯ,Национална природо-математическа гимназия Академик Любомир Чакалов,186.0,69.41,184.0,79.73,244.0,76.44,244.0,77.16,236.0,"70,26",234.0,"81,51",239.0,"69,14",238.0,"60,98"
СОФИЯ,ПГ по облекло Княгиня Мария Луиза,115.0,49.21,111.0,20.66,73.0,52.16,72.0,19.06,68.0,"42,79",68.0,"18,22",66.0,"44,2",66.0,"17,94"
СОФИЯ,СОФИЙСКА ГИМНАЗИЯ ПО СТРОИТЕЛСТВО АРХИТЕКТУРА И ГЕОДЕЗИЯ ХРИСТО БОТЕВ,182.0,63.56,183.0,48.02,183.0,64.3,182.0,46.89,190.0,"58,82",189.0,"43,08",176.0,"57,78",175.0,"32,17"
СОФИЯ,НАЦИОНАЛНА ФИНАНСОВО-СТОПАНСКА ГИМНАЗИЯ,209.0,61.99,207.0,34.85,212.0,64.68,210.0,43.39,188.0,"60,13",185.0,"33,18",158.0,"61,32",156.0,"30,5"
СОФИЯ,ЧАСТНА ПГ БАНКЕР,5.0,56.4,4.0,32.5,7.0,56.93,7.0,31.25,,,,,9.0,"62,22",9.0,"54,78"
СОФИЯ,Духовно Училище Софийска духовна семинария Св Иван Рилски,14.0,47.89,14.0,22.82,12.0,49.04,12.0,25.98,18.0,"27,83",18.0,"14,78",12.0,"38,67",12.0,"19,92"
СОФИЯ,Частно СУ Българско школо ООД,9.0,61.78,8.0,44.75,,,,,,,,,,,,
СОФИЯ,27 СУ Акад Георги Караславов,11.0,41.45,11.0,16.23,20.0,37.33,20.0,33.24,13.0,38,14.0,"45,8",10.0,"29,5",10.0,"34,8"
СОФИЯ,37 СУ Райна Княгиня,38.0,47.13,37.0,44.04,22.0,50.8,22.0,41.14,19.0,"38,26",21.0,"40,99",17.0,"39,35",17.0,"25,94"
СОФИЯ,40 СУ Луи Пастьор,22.0,49.0,22.0,40.59,26.0,52.08,25.0,45.01,26.0,"40,65",26.0,"21,5",13.0,"42,46",13.0,23
СОФИЯ,56 СУ Професор Константин Иречек,49.0,44.63,48.0,21.4,39.0,50.76,39.0,26.37,49.0,"41,37",49.0,"21,61",37.0,"44,68",37.0,"16,38"
СОФИЯ,79 СУ Индира Ганди,46.0,39.43,46.0,26.38,38.0,37.28,35.0,18.86,26.0,"39,69",24.0,"28,24",28.0,"31,93",28.0,17
СОФИЯ,90 СУ Генерал Хосе де Сан Мартин,37.0,54.22,36.0,19.5,20.0,45.93,19.0,16.46,21.0,"30,19",20.0,"19,6",19.0,"44,58",19.0,"15,84"
СОФИЯ,96 СУ Лев Николаевич Толстой,49.0,53.62,48.0,23.98,24.0,55.44,23.0,22.92,26.0,"45,69",26.0,"25,86",23.0,"36,22",22.0,"16,77"
СОФИЯ,97 СУ Братя Миладинови,78.0,51.72,77.0,24.55,78.0,50.71,78.0,30.78,54.0,"43,43",53.0,"26,28",48.0,"44,58",48.0,"17,21"
СОФИЯ,137 СУ Ангел Кънчев,71.0,48.8,71.0,25.58,71.0,53.26,71.0,21.16,78.0,"45,47",77.0,"26,13",69.0,"41,29",69.0,"17,25"
СОФИЯ,33 Езикова гимназия Света София,124.0,57.82,123.0,28.18,127.0,57.27,126.0,29.97,124.0,"48,29",123.0,"23,2",93.0,"49,05",92.0,"19,11"
СОФИЯ,ЧАСТНА НЕМСКА ГИМНАЗИЯ ЕРИХ КЕСТНЕР,3.0,56.33,3.0,14.67,18.0,71.67,18.0,51.0,13.0,61,13.0,"64,13",9.0,"64,11",9.0,53
СОФИЯ,Частно СУ Петко Рачов Славейков,2.0,48.0,2.0,20.0,,,,,5.0,"55,2",2.0,"75,38",,,,
СОФИЯ,10 СУ Теодор Траянов,46.0,50.84,45.0,17.56,21.0,50.48,22.0,19.7,20.0,"35,75",20.0,"19,86",,,,
СОФИЯ,39 СУ Петър Динеков,25.0,52.02,25.0,21.9,26.0,46.31,26.0,24.26,25.0,"33,36",25.0,"33,33",20.0,"36,55",20.0,"20,35"
СОФИЯ,81 СУ Виктор Юго,51.0,53.18,49.0,22.69,54.0,58.33,50.0,24.64,56.0,"47,88",57.0,"25,04",38.0,"44,26",38.0,"21,68"
СОФИЯ,118 СУ Академик Людмил Стоянов,25.0,57.88,25.0,28.74,23.0,44.87,23.0,26.3,42.0,"39,88",42.0,"20,27",20.0,"38,4",18.0,"19,56"
СОФИЯ,125 СУ Боян Пенев с изучаване на чужди езици,49.0,59.29,48.0,30.36,48.0,60.06,47.0,39.35,42.0,"51,19",42.0,"30,36",36.0,"53,42",36.0,"42,44"
СОФИЯ,128 СУ АЛБЕРТ АЙНЩАЙН,52.0,50.7,50.0,29.86,51.0,56.26,50.0,27.5,52.0,"39,92",52.0,"19,37",42.0,"42,24",42.0,"21,29"
СОФИЯ,131 СУ Климент Аркадиевич Тимирязев,39.0,44.68,40.0,19.66,43.0,38.9,44.0,17.59,,,,,,,,
СОФИЯ,144 СУ Народни будители,99.0,49.71,99.0,20.96,70.0,48.06,68.0,19.68,75.0,"42,4",73.0,"20,26",65.0,"44,92",65.0,"21,06"
СОФИЯ,СПОРТНО УЧИЛИЩЕ ГЕН ВЛАДИМИР СТОЙЧЕВ,105.0,43.25,104.0,26.8,94.0,40.72,88.0,45.12,94.0,36,87.0,"26,57",73.0,"40,74",69.0,"34,43"
СОФИЯ,Технологично училище Електронни системи към Технически Университет - София,99.0,72.84,99.0,85.74,102.0,74.14,102.0,86.94,98.0,"71,76",98.0,"90,92",108.0,"67,51",108.0,"70,1"
СОФИЯ,Частна профилирана гимназия с чуждоезиково обучение Меридиан 22,13.0,64.77,13.0,46.0,18.0,60.39,18.0,36.82,7.0,"51,71",7.0,"50,61",15.0,"61,73",15.0,"35,67"
СОФИЯ,АМЕРИКАНСКИ КОЛЕЖ В СОФИЯ,175.0,77.36,180.0,85.61,186.0,78.8,187.0,87.66,188.0,"73,72",168.0,"86,09",189.0,"75,62",187.0,"70,73"
СОФИЯ,Частно СУ с чуждоезиков профил Абрахам Линкълн,6.0,65.33,6.0,22.42,5.0,55.9,5.0,27.95,5.0,"71,4",4.0,"41,75",3.0,54,3.0,"51,33"
СОФИЯ,15 СУ Адам Мицкевич,31.0,32.68,27.0,19.89,35.0,40.06,32.0,24.63,27.0,"21,48",25.0,"17,16",25.0,"29,36",25.0,"17,28"
СОФИЯ,54 СУ Свети ИВАН РИЛСКИ,51.0,53.14,49.0,21.62,51.0,51.09,52.0,20.59,53.0,"41,77",53.0,"23,09",38.0,"43,58",38.0,"21,76"
СОФИЯ,101 СУ БАЧО КИРО,76.0,47.68,77.0,23.61,48.0,50.88,48.0,35.48,46.0,"43,72",45.0,"25,55",42.0,"34,67",42.0,"16,86"
СОФИЯ,153 Спортно училище Неофит Рилски,89.0,31.37,82.0,19.5,76.0,29.45,73.0,16.51,50.0,"30,54",54.0,"20,9",65.0,"27,89",66.0,"16,92"
СОФИЯ,170 СУ Васил Левски,43.0,38.44,40.0,42.35,50.0,55.65,43.0,25.7,42.0,"39,02",41.0,"20,02",42.0,"44,62",42.0,"19,52"
СОФИЯ,172 ОУ Христо Ботев,13.0,27.5,11.0,13.14,12.0,27.29,11.0,13.09,4.0,"21,25",4.0,15,7.0,19,6.0,"16,67"
СОФИЯ,1 СУ Пенчо П Славейков,108.0,63.73,108.0,32.29,115.0,64.97,113.0,29.42,103.0,"57,84",103.0,"52,85",98.0,"54,86",98.0,"18,79"
СОФИЯ,164 гимназия с преподаване на испански език Мигел де Сервантес,158.0,72.75,158.0,74.55,133.0,79.52,132.0,83.32,131.0,"77,04",129.0,"78,21",167.0,"74,44",166.0,"64,39"
СОФИЯ,Първа английска езикова гимназия,226.0,70.69,225.0,69.75,188.0,75.43,188.0,80.26,192.0,"68,61",191.0,"72,57",199.0,"70,31",198.0,"56,25"
СОФИЯ,Софийска математическа гимназия Паисий Хилендарски,160.0,79.68,161.0,97.12,158.0,81.85,157.0,96.49,159.0,"78,97",159.0,"97,48",165.0,"78,05",164.0,"91,33"
СОФИЯ,ПГ по механоелектротехника Н Й Вапцаров,49.0,26.34,48.0,18.17,39.0,31.83,38.0,22.05,41.0,"24,83",41.0,"17,82",45.0,"29,07",45.0,"18,71"
СОФИЯ,СОФИЙСКА ПГ ПО ТУРИЗЪМ,179.0,51.94,178.0,23.93,181.0,51.14,180.0,22.32,181.0,"45,39",182.0,"16,67",179.0,"46,34",179.0,"19,06"
СОФИЯ,Частно СУ УВЕКИНД,38.0,61.58,25.0,48.22,8.0,73.56,3.0,31.92,4.0,"67,75",4.0,"57,31",24.0,"51,25",24.0,"32,67"
СОФИЯ,Първа частна английска гимназия Уилям Шекспир-Интелект Инвест,16.0,50.91,14.0,25.36,17.0,50.06,17.0,23.88,15.0,"49,47",15.0,"24,22",16.0,"55,44",15.0,"28,93"
СОФИЯ,66 СУ Филип Станиславов,15.0,32.9,15.0,18.43,14.0,25.93,15.0,17.1,17.0,"28,06",15.0,"31,28",17.0,"28,12",16.0,27
СОФИЯ,88 СУ Димитър Попниколов,52.0,48.88,50.0,21.82,46.0,48.28,45.0,21.25,24.0,"37,5",24.0,"27,11",26.0,"43,58",26.0,"18,04"
СОФИЯ,149 СУ Иван Хаджийски,26.0,48.73,26.0,17.62,22.0,40.52,21.0,21.29,26.0,"36,19",26.0,"23,49",24.0,"40,5",24.0,"17,21"
СОФИЯ,НАЦИОНАЛНО СУ СОФИЯ,45.0,45.44,43.0,19.6,45.0,49.52,41.0,18.91,37.0,"40,35",36.0,"18,72",29.0,"39,72",29.0,"16,41"
СОФИЯ,ПГ ПО ЕЛЕКТРОТЕХНИКА И АВТОМАТИКА,121.0,46.32,119.0,24.62,130.0,51.17,127.0,26.68,132.0,"40,89",130.0,"25,46",114.0,"46,11",113.0,"22,97"
СОФИЯ,ПГ ПО СЕЛСКО СТОПАНСТВО БУЗЕМА,32.0,13.06,26.0,16.0,30.0,11.1,28.0,13.71,29.0,"12,17",26.0,18,27.0,"13,22",28.0,"15,57"
СОФИЯ,71 СУ Пейо Яворов,20.0,46.45,20.0,27.45,21.0,30.52,20.0,19.81,28.0,"33,57",28.0,"20,79",29.0,"38,52",29.0,"17,21"
СОФИЯ,192 СУ ХРИСТО БОТЕВ,22.0,43.09,22.0,17.84,24.0,42.67,24.0,17.44,24.0,"31,42",23.0,"17,45",14.0,"26,5",14.0,"15,71"
СОФИЯ,24 СУ П К Яворов,16.0,35.03,10.0,59.45,13.0,29.5,12.0,35.67,12.0,"29,92",13.0,"44,92",11.0,"18,64",11.0,"15,27"
СОФИЯ,44 СУ Неофит Бозвели,46.0,56.14,45.0,24.14,50.0,62.67,50.0,33.36,45.0,"41,87",44.0,"17,68",40.0,"42,65",40.0,"17,13"
СОФИЯ,95 СУ Проф Иван Шишманов,76.0,45.68,76.0,20.91,71.0,40.67,70.0,24.48,48.0,"36,17",48.0,"21,16",47.0,"42,13",47.0,"17,66"
СОФИЯ,130 СУ Стефан Караджа,21.0,28.5,16.0,13.5,20.0,42.13,19.0,16.39,,,,,16.0,"25,19",14.0,16
СОФИЯ,166 Спортно училище Васил Левски,78.0,52.14,77.0,41.56,62.0,46.1,62.0,45.23,74.0,"37,03",74.0,"44,53",84.0,"47,95",87.0,"43,29"
СОФИЯ,14 СУ Проф д-р Асен Златаров,21.0,43.29,18.0,21.75,23.0,53.09,23.0,22.3,16.0,"39,25",16.0,"22,91",14.0,"34,43",14.0,"15,71"
СОФИЯ,29 СУ Кузман Шапкарев,51.0,50.9,51.0,24.44,42.0,42.83,42.0,18.54,31.0,"38,77",30.0,"19,53",19.0,"51,53",19.0,"41,16"
СОФИЯ,59 ОУ ВАСИЛ ЛЕВСКИ,10.0,22.1,9.0,12.89,18.0,24.33,18.0,21.11,12.0,16,12.0,"19,33",13.0,19,12.0,"10,67"
СОФИЯ,Профилирана гимназия за изобразителни изкуства Професор Николай Райнов,26.0,60.31,26.0,22.25,26.0,52.65,26.0,32.82,27.0,"46,78",27.0,"41,49",26.0,"48,08",26.0,"26,46"
СОФИЯ,23 СУ Фредерик Жолио-Кюри,78.0,56.85,76.0,23.68,85.0,56.21,82.0,24.81,79.0,"45,48",77.0,"16,96",71.0,"45,07",72.0,"17,18"
СОФИЯ,31 СУ за чужди езици и математика Иван Вазов,131.0,69.24,131.0,60.04,132.0,73.77,129.0,62.55,130.0,"62,81",129.0,"55,44",126.0,"66,1",125.0,"35,38"
СОФИЯ,93-то СУ Александър Теодоров - Балан,52.0,57.67,52.0,21.57,49.0,55.76,48.0,20.55,42.0,"42,36",40.0,"18,01",47.0,"40,13",47.0,"17,3"
СОФИЯ,94 СУ Димитър Страшимиров,58.0,20.47,58.0,14.59,72.0,24.64,73.0,28.21,70.0,"20,34",69.0,"47,3",58.0,"20,03",58.0,"14,69"
СОФИЯ,138 СУ ЗА ЗАПАДНИ И ИЗТОЧНИ ЕЗИЦИ ПРОФ ВАСИЛ ЗЛАТАРСКИ,104.0,62.32,103.0,41.66,101.0,64.14,101.0,38.23,101.0,"57,33",99.0,"35,75",105.0,"54,47",104.0,"22,71"
СОФИЯ,157 Гимназия с изучаване на чужд език Сесар Вайехо,122.0,59.06,121.0,23.69,123.0,65.17,122.0,29.23,122.0,"56,37",122.0,"27,71",102.0,"52,71",102.0,"20,89"
СОФИЯ,ПГ ПО ТРАНСПОРТ МАКГАХАН,96.0,33.76,90.0,20.37,87.0,31.96,86.0,17.74,92.0,"29,95",93.0,"18,4",86.0,"28,03",84.0,"17,05"
СОФИЯ,Първа Частна Математическа Гимназия,32.0,78.61,32.0,92.33,27.0,76.94,27.0,90.78,26.0,"76,62",26.0,"95,29",19.0,"72,63",19.0,"78,42"
СОФИЯ,Частна профилирана гимназия Образователни технологии,69.0,57.22,70.0,34.39,54.0,57.51,52.0,38.05,35.0,"52,71",35.0,"46,18",37.0,"54,16",36.0,"38,22"
СОФИЯ,7 СУ СВ СЕДМОЧИСЛЕНИЦИ,131.0,59.96,131.0,39.01,130.0,67.07,128.0,44.19,129.0,"60,91",128.0,"35,07",125.0,"58,08",124.0,"26,19"
СОФИЯ,9 Френска езикова гимназия Алфонс дьо Ламартин,192.0,71.14,191.0,65.03,188.0,78.87,188.0,65.55,187.0,"70,02",187.0,"67,54",192.0,"69,23",188.0,"43,12"
СОФИЯ,12 СУ Цар Иван Асен II,71.0,62.54,70.0,36.1,77.0,62.53,76.0,36.44,73.0,"57,27",72.0,"27,11",74.0,"57,59",74.0,"23,58"
СОФИЯ,127 СУ Иван Николаевич Денкоглу,162.0,62.57,162.0,34.82,153.0,65.31,152.0,42.02,153.0,"54,05",153.0,"36,95",121.0,"57,79",119.0,"23,95"
СОФИЯ,133 СУ „Александър Сергеевич Пушкин”,110.0,71.06,109.0,58.83,104.0,75.19,104.0,57.11,103.0,"65,15",103.0,"65,38",105.0,"65,7",105.0,"37,27"
СОФИЯ,55 СУ ПЕТКО КАРАВЕЛОВ,51.0,53.65,51.0,31.8,48.0,51.6,46.0,20.36,46.0,"41,28",46.0,"22,81",19.0,"43,05",19.0,"17,84"
СОФИЯ,ПГ ПО ТЕЛЕКОМУНИКАЦИИ,181.0,57.54,182.0,37.43,173.0,59.38,173.0,38.17,181.0,"52,17",182.0,"43,79",175.0,"47,32",175.0,"24,31"
СОФИЯ,ЧАСТНА ЕЗИКОВА ГИМНАЗИЯ ПРОФ Д-Р В ЗЛАТАРСКИ,52.0,63.01,52.0,46.18,53.0,62.0,52.0,45.41,61.0,"61,08",61.0,"46,44",40.0,60,39.0,"41,95"
СОФИЯ,22 Средно езиково училище Георги Стойков Раковски,129.0,72.31,124.0,47.91,134.0,75.72,134.0,57.32,159.0,"65,3",159.0,"56,34",166.0,"64,9",166.0,"30,87"
СОФИЯ,47 СУ Христо Груев Данов,25.0,45.08,23.0,19.2,21.0,48.81,21.0,26.0,24.0,"42,58",24.0,"20,69",18.0,"44,5",18.0,19
СОФИЯ,73 СУ с преподаване на чужди езици Владислав Граматик,108.0,71.14,106.0,80.25,104.0,78.54,103.0,76.16,106.0,"72,85",104.0,"69,97",141.0,"74,17",140.0,"55,43"
СОФИЯ,121 СУ ГЕОРГИ ИЗМИРЛИЕВ,99.0,48.09,99.0,21.3,72.0,50.37,72.0,26.26,42.0,"39,64",42.0,"19,37",23.0,"45,13",23.0,"28,65"
СОФИЯ,ПГ по дизайн Елисавета Вазова,134.0,63.74,132.0,33.63,119.0,66.13,115.0,35.64,93.0,"51,88",80.0,"31,21",92.0,"52,59",92.0,"22,38"
СОФИЯ,НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ,258.0,65.19,256.0,43.01,255.0,67.35,253.0,59.5,263.0,"62,4",262.0,"59,94",270.0,"62,48",270.0,"39,65"
СОФИЯ,ЧСУ по изкуства и чужди езици Артис,11.0,51.05,6.0,22.5,5.0,60.9,1.0,58.0,,,,,,,,
СОФИЯ,ЧАСТНА ПГ ПО БАНКОВО ДЕЛО ТЪРГОВИЯ И ФИНАНСИ,22.0,51.48,22.0,30.82,26.0,40.42,26.0,16.64,10.0,"36,2",10.0,"52,15",13.0,"45,69",13.0,"25,77"
БОТЕВГРАД,Профилирана природо-математическа гимназия Акад проф д-р Асен Златаров,100.0,57.27,100.0,32.83,103.0,60.32,103.0,36.29,90.0,"52,04",91.0,"36,1",97.0,"53,14",97.0,"27,73"
ПИРДОП,СУ Саво Ценов Савов,23.0,65.28,23.0,48.96,35.0,60.79,35.0,59.15,24.0,"46,54",24.0,"54,98",22.0,"55,59",22.0,"41,59"
САМОКОВ,Профилирана гимназия КОНСТАНТИН ФОТИНОВ,49.0,66.98,49.0,49.62,66.0,62.99,66.0,39.53,60.0,"53,85",60.0,"45,7",58.0,"60,33",58.0,"32,43"
ГОДЕЧ,СУ Проф д-р Асен Златаров,20.0,39.28,20.0,22.63,16.0,54.53,17.0,25.15,25.0,"43,32",25.0,"29,7",23.0,"37,96",23.0,"18,26"
ЕЛИН ПЕЛИН,СУ Васил Левски,75.0,63.12,75.0,27.28,73.0,50.97,73.0,26.07,61.0,"45,64",60.0,"28,97",60.0,"48,38",62.0,"23,87"
ИХТИМАН,СУ Христо Ботев,45.0,45.18,44.0,20.31,44.0,45.53,45.0,22.02,44.0,"39,43",44.0,26,50.0,"38,56",50.0,"15,76"
ЕТРОПОЛЕ,СУ Христо Ясенов,44.0,49.14,44.0,37.91,49.0,48.56,49.0,38.93,39.0,"40,59",39.0,"26,23",65.0,"40,55",65.0,"26,11"
ДРАГОМАН,СУ Христо Ботев,16.0,52.84,16.0,19.44,8.0,38.69,7.0,18.5,9.0,"28,44",9.0,"19,89",9.0,"36,56",9.0,"17,78"
ЕЛИН ПЕЛИН,ПГ по керамика,38.0,30.47,38.0,34.53,32.0,28.11,32.0,14.89,28.0,"21,64",29.0,"27,18",31.0,"21,29",30.0,"15,1"
БОТЕВГРАД,ПГ по техника и мениджмънт Христо Ботев,64.0,36.59,64.0,17.52,58.0,34.02,58.0,17.88,59.0,"24,46",59.0,"20,71",51.0,"27,37",50.0,"16,02"
САМОКОВ,Професионална техническа гимназия Никола Й Вапцаров,49.0,53.31,49.0,42.67,70.0,39.84,70.0,24.79,72.0,"39,4",72.0,"20,72",72.0,"46,75",72.0,"21,67"
ЗЛАТИЦА,ПГ Златица,15.0,36.03,15.0,39.2,23.0,26.24,23.0,17.22,18.0,"20,22",18.0,"17,94",17.0,"28,06",17.0,"13,41"
ЕТРОПОЛЕ,ПГ Тодор Пеев,20.0,27.45,20.0,18.8,28.0,17.68,29.0,18.01,32.0,"19,81",32.0,"18,76",24.0,"18,67",24.0,"13,67"
ИХТИМАН,ПГ Васил Левски,52.0,15.33,46.0,14.16,58.0,12.51,53.0,12.91,74.0,"13,47",70.0,"17,31",38.0,"12,34",37.0,"14,22"
ПИРДОП,ПГ по туризъм и хранителни технологии Никола Димов,15.0,37.27,15.0,15.63,15.0,36.9,14.0,19.52,15.0,"30,6",15.0,"24,65",11.0,"28,55",11.0,"35,64"
СЛИВНИЦА,ПГ по транспорт Никола Йонков Вапцаров,24.0,40.92,23.0,20.74,21.0,39.93,21.0,19.12,21.0,"33,52",21.0,"19,4",32.0,"28,31",32.0,"15,38"
САМОКОВ,ПГ по туризъм,49.0,29.6,49.0,15.92,45.0,24.9,44.0,18.38,48.0,"20,5",49.0,"17,45",46.0,"27,52",45.0,"13,47"
БОТЕВГРАД,Техническа професионална гимназия Стамен Панчев,28.0,20.36,28.0,15.02,37.0,20.17,38.0,14.74,42.0,"15,4",40.0,"18,7",53.0,"14,57",49.0,"15,78"
ПИРДОП,ПГ по механаноелектротехника,40.0,38.8,39.0,21.18,34.0,31.37,33.0,18.25,50.0,"27,18",49.0,"20,32",29.0,"29,38",27.0,"12,04"
